"No.","Time","Source","Destination","Protocol","Length","Info"
"2970","56.007053","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=20441 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2971","56.007115","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=21901 Win=65535 Len=0"
"2972","56.007143","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=21901 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2973","56.007190","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=23361 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2974","56.007237","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=24821 Win=65535 Len=0"
"2975","56.007312","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=24821 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2976","56.007368","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=26281 Win=65535 Len=0"
"2977","56.032848","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=26281 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2978","56.032910","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=27741 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2979","56.032957","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=29201 Win=65535 Len=0"
"2980","56.033896","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=29201 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2981","56.034019","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=30661 Win=65535 Len=0"
"2982","56.036386","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=30661 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2983","56.036434","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=32121 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2984","56.036480","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=33581 Win=65535 Len=0"
"2985","56.036506","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=33581 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2986","56.036561","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=35041 Win=65535 Len=0"
"2987","56.036588","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=35041 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2988","56.038773","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=36501 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2989","56.038822","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=37961 Win=62615 Len=0"
"2990","56.038848","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=37961 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2991","56.038891","69.63.190.10","10.20.0.165","TCP","1292","80  >  1768 [ACK] Seq=4824 Ack=2451 Win=6830 Len=1238 [TCP segment of a reassembled PDU]"
"2992","56.038938","69.63.190.10","10.20.0.165","HTTP","1302","HTTP/1.1 200 OK  (text/html)"
"2993","56.038996","10.20.0.165","69.63.190.10","TCP","54","1768  >  80 [ACK] Seq=2451 Ack=7310 Win=65535 Len=0"
"2994","56.040071","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=39421 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2995","56.040121","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=40881 Win=59695 Len=0"
"2996","56.042850","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=40881 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2997","56.042976","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=42341 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"2998","56.043021","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=43801 Win=56775 Len=0"
"2999","56.043094","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=43801 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"3000","56.048620","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=45261 Win=65535 Len=0"
"3001","56.067111","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=45261 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"3002","56.067165","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=46721 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"3003","56.067212","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=48181 Win=65535 Len=0"
"3004","56.067800","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=48181 Ack=757 Win=6804 Len=1460 [TCP segment of a reassembled PDU]"
"3005","56.067867","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=49641 Win=65535 Len=0"
"3006","56.067895","92.122.127.32","10.20.0.165","HTTP","967","HTTP/1.1 200 OK  (application/x-javascript)"
"3007","56.138542","193.1.160.37","10.20.0.165","TCP","60","80  >  1755 [FIN, ACK] Seq=1738 Ack=334 Win=6432 Len=0"
"3008","56.138624","10.20.0.165","193.1.160.37","TCP","54","1755  >  80 [ACK] Seq=334 Ack=1739 Win=65535 Len=0"
"3009","56.175513","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=757 Ack=50554 Win=64622 Len=0"
"3010","56.184808","10.20.0.165","92.122.127.32","HTTP","810","GET /rsrc.php/v1/yz/r/q37wLE0ATe8.css HTTP/1.1 "
"3011","56.185483","10.20.0.165","92.122.127.32","HTTP","811","GET /rsrc.php/v1/yz/r/q37wLE0ATe8.css HTTP/1.1 "
"3012","56.222607","92.122.127.32","10.20.0.165","TCP","1514","80  >  1771 [ACK] Seq=1479 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3013","56.223290","92.122.127.32","10.20.0.165","TCP","1514","80  >  1771 [ACK] Seq=2939 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3014","56.223359","10.20.0.165","92.122.127.32","TCP","54","1771  >  80 [ACK] Seq=1514 Ack=4399 Win=65535 Len=0"
"3015","56.223386","92.122.127.32","10.20.0.165","TCP","1514","80  >  1771 [ACK] Seq=4399 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3016","56.223447","10.20.0.165","92.122.127.32","TCP","54","1771  >  80 [ACK] Seq=1514 Ack=5859 Win=65535 Len=0"
"3017","56.223473","92.122.127.32","10.20.0.165","HTTP","118","HTTP/1.1 200 OK  (text/css)"
"3018","56.227833","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=50554 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3019","56.227951","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=52014 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3020","56.228001","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=1514 Ack=53474 Win=65535 Len=0"
"3021","56.228027","92.122.127.32","10.20.0.165","TCP","1514","80  >  1772 [ACK] Seq=53474 Ack=1514 Win=8327 Len=1460 [TCP segment of a reassembled PDU]"
"3022","56.228087","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=1514 Ack=54934 Win=65535 Len=0"
"3023","56.228115","92.122.127.32","10.20.0.165","HTTP","118","HTTP/1.1 200 OK  (text/css)"
"3024","56.262124","10.20.0.165","195.7.33.37","HTTP","1149","GET /newspaper/breaking/2011/1011/breaking5.html?fb_xd_fragment HTTP/1.1 "
"3025","56.278256","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=695071 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3026","56.278323","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=696531 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3027","56.278374","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=32563 Ack=697991 Win=65535 Len=0"
"3028","56.279049","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=697991 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3029","56.279148","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=32563 Ack=699451 Win=65535 Len=0"
"3030","56.279427","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=699451 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3031","56.279507","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=700911 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3032","56.279551","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=32563 Ack=702371 Win=65535 Len=0"
"3033","56.279577","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=702371 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3034","56.279632","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=32563 Ack=703831 Win=65535 Len=0"
"3035","56.280229","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=703831 Ack=32563 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3036","56.280279","195.7.33.37","10.20.0.165","HTTP","1299","HTTP/1.1 200 OK  (text/html)"
"3037","56.280325","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=32563 Ack=706536 Win=62830 Len=0"
"3038","56.280870","10.20.0.165","195.7.33.37","TCP","54","[TCP Window Update] 1726  >  80 [ACK] Seq=32563 Ack=706536 Win=65535 Len=0"
"3039","56.333059","10.20.0.165","64.236.124.229","TCP","62","1773  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3040","56.376959","10.20.0.165","92.122.127.32","TCP","54","1772  >  80 [ACK] Seq=1514 Ack=54998 Win=65471 Len=0"
"3041","56.377223","10.20.0.165","92.122.127.32","TCP","54","1771  >  80 [ACK] Seq=1514 Ack=5923 Win=65471 Len=0"
"3042","56.384199","64.236.124.229","10.20.0.165","TCP","62","80  >  1773 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"3043","56.384432","10.20.0.165","64.236.124.229","TCP","54","1773  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3044","56.385126","10.20.0.165","64.236.124.229","HTTP","555","GET /addyn|3.0|826.1|1703534|0|225|ADTECH;cookie=info;loc=100;target=_blank;key=key1+key2+key3+key4;grp=890;misc=1318333937331 HTTP/1.1 "
"3045","56.409383","10.20.0.165","64.236.124.229","TCP","62","1774  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3046","56.442411","64.236.124.229","10.20.0.165","TCP","62","80  >  1774 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"3047","56.442462","10.20.0.165","64.236.124.229","TCP","54","1774  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3048","56.442940","10.20.0.165","64.236.124.229","HTTP","555","GET /addyn|3.0|826.1|1703534|0|225|ADTECH;cookie=info;loc=100;target=_blank;key=key1+key2+key3+key4;grp=258;misc=1318333937410 HTTP/1.1 "
"3049","56.445064","64.236.124.229","10.20.0.165","TCP","60","80  >  1773 [ACK] Seq=1 Ack=502 Win=6432 Len=0"
"3050","56.445115","64.236.124.229","10.20.0.165","HTTP","757","HTTP/1.0 200 OK  (application/x-javascript)"
"3051","56.454588","10.20.0.165","209.85.143.149","HTTP","692","GET /adj/N5457.151090.4158353121521/B5855315.2;sz=728x90;pc=[TPAS_ID];click=http%3A//adserver.adtech.de/adlink%7C826%7C1703534%7C0%7C225%7CAdId%3D6893689%3BBnId%3D4%3Bitime%3D333938107%3Bkey%3Dkey1%2Bkey2%2Bkey3%2Bkey4%3Blink%3D;ord=333938107? HTTP/1.1 "
"3052","56.455460","10.20.0.165","64.236.124.229","HTTP","539","GET /adcount|2.0|826|1703534|0|225|AdId=6893689;BnId=4;ct=2317441606;st=845;adcid=1;itime=333938107;reqtype=5; HTTP/1.1 "
"3053","56.471916","64.236.124.229","10.20.0.165","TCP","60","80  >  1774 [ACK] Seq=1 Ack=502 Win=6432 Len=0"
"3054","56.472764","64.236.124.229","10.20.0.165","HTTP","756","HTTP/1.0 200 OK  (application/x-javascript)"
"3055","56.492205","64.236.124.229","10.20.0.165","HTTP","182","HTTP/1.0 200 OK  (application/x-javascript)"
"3056","56.508538","209.85.143.149","10.20.0.165","TCP","1484","80  >  1731 [ACK] Seq=7281 Ack=2407 Win=10208 Len=1430 [TCP segment of a reassembled PDU]"
"3057","56.508606","209.85.143.149","10.20.0.165","HTTP","1073","HTTP/1.1 200 OK  (application/x-javascript)"
"3058","56.508732","10.20.0.165","209.85.143.149","TCP","54","1731  >  80 [ACK] Seq=2407 Ack=9730 Win=65535 Len=0"
"3059","56.522385","10.20.0.165","64.236.124.229","HTTP","555","GET /addyn|3.0|826.1|1703534|0|225|ADTECH;cookie=info;loc=100;target=_blank;key=key1+key2+key3+key4;grp=255;misc=1318333937503 HTTP/1.1 "
"3060","56.540007","10.20.0.165","209.85.143.149","HTTP","692","GET /adj/N5457.151090.4158353121521/B5855315.2;sz=728x90;pc=[TPAS_ID];click=http%3A//adserver.adtech.de/adlink%7C826%7C1703534%7C0%7C225%7CAdId%3D6893689%3BBnId%3D4%3Bitime%3D333938179%3Bkey%3Dkey1%2Bkey2%2Bkey3%2Bkey4%3Blink%3D;ord=333938179? HTTP/1.1 "
"3061","56.541937","10.20.0.165","64.236.124.229","HTTP","540","GET /adcount|2.0|826|1703534|0|225|AdId=6893689;BnId=4;ct=2317468904;st=1328;adcid=1;itime=333938179;reqtype=5; HTTP/1.1 "
"3062","56.543800","10.20.0.165","209.85.143.148","HTTP","376","GET /2326006/1-728x90_parcels.jpg HTTP/1.1 "
"3063","56.550046","10.20.0.165","64.236.124.229","TCP","62","1775  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3064","56.558314","64.236.124.229","10.20.0.165","HTTP","757","HTTP/1.0 200 OK  (application/x-javascript)"
"3065","56.563998","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=11940 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3066","56.564096","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=13370 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3067","56.564159","10.20.0.165","209.85.143.148","TCP","54","1733  >  80 [ACK] Seq=891 Ack=14800 Win=65535 Len=0"
"3068","56.564204","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=14800 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3069","56.564275","10.20.0.165","209.85.143.148","TCP","54","1733  >  80 [ACK] Seq=891 Ack=16230 Win=65535 Len=0"
"3070","56.564301","209.85.143.148","10.20.0.165","TCP","181","80  >  1733 [PSH, ACK] Seq=16230 Ack=891 Win=8576 Len=127 [TCP segment of a reassembled PDU]"
"3071","56.565347","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=16357 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3072","56.565464","10.20.0.165","209.85.143.148","TCP","54","1733  >  80 [ACK] Seq=891 Ack=17787 Win=65535 Len=0"
"3073","56.565494","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=17787 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3074","56.566203","209.85.143.148","10.20.0.165","TCP","1290","80  >  1733 [PSH, ACK] Seq=19217 Ack=891 Win=8576 Len=1236 [TCP segment of a reassembled PDU]"
"3075","56.566312","10.20.0.165","209.85.143.148","TCP","54","1733  >  80 [ACK] Seq=891 Ack=20453 Win=65535 Len=0"
"3076","56.566344","209.85.143.148","10.20.0.165","TCP","1484","80  >  1733 [ACK] Seq=20453 Ack=891 Win=8576 Len=1430 [TCP segment of a reassembled PDU]"
"3077","56.566446","209.85.143.148","10.20.0.165","HTTP","1444","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3078","56.566497","10.20.0.165","209.85.143.148","TCP","54","1733  >  80 [ACK] Seq=891 Ack=23273 Win=65535 Len=0"
"3079","56.574002","64.236.124.229","10.20.0.165","HTTP","182","HTTP/1.0 200 OK  (application/x-javascript)"
"3080","56.584120","64.236.124.229","10.20.0.165","TCP","62","80  >  1775 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"3081","56.584160","10.20.0.165","64.236.124.229","TCP","54","1775  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3082","56.584740","10.20.0.165","64.236.124.229","HTTP","556","GET /addyn|3.0|826.1|2118667|0|2530|ADTECH;cookie=info;loc=100;target=_blank;key=key1+key2+key3+key4;grp=890;misc=1318333937550 HTTP/1.1 "
"3083","56.590563","209.85.143.149","10.20.0.165","TCP","1484","80  >  1731 [ACK] Seq=9730 Ack=3045 Win=11484 Len=1430 [TCP segment of a reassembled PDU]"
"3084","56.590673","209.85.143.149","10.20.0.165","HTTP","1073","HTTP/1.1 200 OK  (application/x-javascript)"
"3085","56.590738","10.20.0.165","209.85.143.149","TCP","54","1731  >  80 [ACK] Seq=3045 Ack=12179 Win=65535 Len=0"
"3086","56.624845","64.236.124.229","10.20.0.165","TCP","60","80  >  1775 [ACK] Seq=1 Ack=503 Win=6432 Len=0"
"3087","56.627499","64.236.124.229","10.20.0.165","HTTP","1189","HTTP/1.0 200 OK  (application/x-javascript)"
"3088","56.634780","10.20.0.165","64.236.124.229","HTTP","555","GET /addyn|3.0|826.1|1703534|0|225|ADTECH;cookie=info;loc=100;target=_blank;key=key1+key2+key3+key4;grp=367;misc=1318333937628 HTTP/1.1 "
"3089","56.636457","10.20.0.165","209.85.143.149","TCP","62","1776  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3090","56.637389","10.20.0.165","64.236.124.229","HTTP","540","GET /adcount|2.0|826|1703534|0|225|AdId=6893689;BnId=4;ct=2317553918;st=1259;adcid=1;itime=333939416;reqtype=5; HTTP/1.1 "
"3091","56.645474","10.20.0.165","92.122.126.218","HTTP","480","GET /apps/179/Ad6618291St3Sz2530Sq100874032V0Id1/Great_Drives_App_Tile.JPG HTTP/1.1 "
"3092","56.646648","10.20.0.165","64.236.124.229","HTTP","541","GET /adcount|2.0|826|2118667|0|2530|AdId=6618291;BnId=1;ct=2317618939;st=1188;adcid=1;itime=333939616;reqtype=5; HTTP/1.1 "
"3093","56.652752","10.20.0.165","64.236.124.229","TCP","62","1777  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"3094","56.654023","209.85.143.149","10.20.0.165","TCP","62","80  >  1776 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM"
"3095","56.654061","10.20.0.165","209.85.143.149","TCP","54","1776  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3096","56.654573","10.20.0.165","209.85.143.149","HTTP","692","GET /adj/N5457.151090.4158353121521/B5855315.2;sz=728x90;pc=[TPAS_ID];click=http%3A//adserver.adtech.de/adlink%7C826%7C1703534%7C0%7C225%7CAdId%3D6893689%3BBnId%3D4%3Bitime%3D333939416%3Bkey%3Dkey1%2Bkey2%2Bkey3%2Bkey4%3Blink%3D;ord=333939416? HTTP/1.1 "
"3097","56.668729","64.236.124.229","10.20.0.165","HTTP","756","HTTP/1.0 200 OK  (application/x-javascript)"
"3098","56.669911","64.236.124.229","10.20.0.165","HTTP","182","HTTP/1.0 200 OK  (application/x-javascript)"
"3099","56.675912","92.122.126.218","10.20.0.165","TCP","1514","80  >  1729 [ACK] Seq=39135 Ack=774 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"3100","56.675970","92.122.126.218","10.20.0.165","TCP","1514","80  >  1729 [ACK] Seq=40595 Ack=774 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"3101","56.676024","10.20.0.165","92.122.126.218","TCP","54","1729  >  80 [ACK] Seq=774 Ack=42055 Win=65535 Len=0"
"3102","56.676083","92.122.126.218","10.20.0.165","TCP","1514","80  >  1729 [ACK] Seq=42055 Ack=774 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"3103","56.676145","10.20.0.165","92.122.126.218","TCP","54","1729  >  80 [ACK] Seq=774 Ack=43515 Win=65535 Len=0"
"3104","56.676173","92.122.126.218","10.20.0.165","HTTP","1229","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3105","56.676220","209.85.143.149","10.20.0.165","TCP","60","80  >  1776 [ACK] Seq=1 Ack=639 Win=6380 Len=0"
"3106","56.679186","64.236.124.229","10.20.0.165","HTTP","182","HTTP/1.0 200 OK  (application/x-javascript)"
"3107","56.680338","10.20.0.165","195.7.33.37","HTTP","647","GET /newspaper/breaking/images/2011/1011/281816_1.jpg?ts=1318333663 HTTP/1.1 "
"3108","56.686224","64.236.124.229","10.20.0.165","TCP","62","80  >  1777 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"3109","56.686261","10.20.0.165","64.236.124.229","TCP","54","1777  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3110","56.697524","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=706536 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3111","56.698498","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=707996 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3112","56.698601","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=709456 Win=65535 Len=0"
"3113","56.698671","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=709456 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3114","56.698732","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=710916 Win=65535 Len=0"
"3115","56.698772","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=710916 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3116","56.698841","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=712376 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3117","56.698886","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=713836 Win=65535 Len=0"
"3118","56.700051","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [PSH, ACK] Seq=713836 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3119","56.700123","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=715296 Win=65535 Len=0"
"3120","56.700656","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=715296 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3121","56.700724","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=716756 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3122","56.700790","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=718216 Win=62615 Len=0"
"3123","56.702705","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=718216 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3124","56.702762","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=719676 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"3125","56.702807","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=33156 Ack=721136 Win=59695 Len=0"
"3126","56.702834","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=721136 Ack=33156 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
